countryCode,customerID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount,Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate,Late,countlate,repeatCust,InvoiceQuarter,InvoiceAmount_bin_b. more than 60,Prediction
897,54,11/25/2013,1767708917,2013-07-21,8/20/2013,8.36,1,8/17/2013,1,27,0,0,0,2.0,3,0,0.00013259661066157934
391,51,1/10/2013,1774766742,2013-08-22,9/21/2013,76.85,0,9/4/2013,0,13,0,0,0,1.0,3,1,0.00013259661066157934
818,81,1/22/2013,1777289135,2013-05-24,6/23/2013,51.66,1,6/28/2013,0,35,5,1,3,22.0,2,0,4.9998847659514
897,10,11/6/2013,1779886998,2012-11-25,12/25/2012,65.5,0,12/18/2012,1,23,0,0,1,2.0,4,1,0.00013259661066157934
406,35,4/4/2013,1784835874,2012-10-14,11/13/2012,62.43,0,11/12/2012,1,29,0,0,5,13.0,4,1,0.00013259661066157934
897,99,7/8/2013,1789438475,2012-01-07,2/6/2012,46.33,1,2/10/2012,1,34,4,1,6,23.0,1,0,3.9999164690535545
391,76,3/3/2012,1796958572,2012-03-22,4/21/2012,42.61,0,4/16/2012,0,25,0,0,2,11.0,1,0,0.00013259661066157934
406,32,5/19/2012,1801620782,2013-08-14,9/13/2013,78.44,0,8/15/2013,0,1,0,0,0,0.0,3,1,0.00013259661066157934
897,91,2/13/2013,1826457023,2013-11-09,12/9/2013,72.93,1,11/24/2013,0,15,0,0,0,0.0,4,1,0.00013259661066157934
770,31,12/31/2012,1826544220,2012-07-15,8/14/2012,48.65,0,7/30/2012,1,15,0,0,0,0.0,3,0,0.00013259661066157934
818,23,4/28/2013,1829655163,2013-11-09,12/9/2013,56.28,0,11/11/2013,0,2,0,0,0,0.0,4,0,0.00013259661066157934
818,81,1/22/2013,1838230354,2012-04-10,5/10/2012,59.56,1,6/3/2012,1,54,24,1,4,22.0,2,0,23.999899066790135
406,40,9/11/2012,1839518389,2012-02-24,3/25/2012,44.76,1,3/26/2012,1,31,1,1,1,2.0,1,0,0.9999137284800171
770,93,7/9/2012,1839830620,2013-11-13,12/13/2013,44.56,0,12/16/2013,0,33,3,1,2,12.0,4,0,2.9998896761404583
406,96,4/23/2012,1841814103,2012-05-01,5/31/2012,56.25,1,6/8/2012,0,38,8,1,0,4.0,2,0,7.999850134096203
406,35,4/4/2013,1841884225,2013-11-08,12/8/2013,86.04,0,11/26/2013,0,18,0,0,5,13.0,4,1,0.00013259661066157934
406,40,9/11/2012,1842693179,2012-05-25,6/24/2012,68.35,0,6/10/2012,1,16,0,0,2,2.0,2,1,0.00013259661066157934
897,54,11/25/2013,1850105221,2012-06-17,7/17/2012,8.03,0,7/2/2012,1,15,0,0,0,2.0,2,0,0.00013259661066157934
897,29,7/29/2013,1851875591,2012-06-04,7/4/2012,57.09,0,7/23/2012,1,49,19,1,2,15.0,2,0,18.999463975670416
770,62,4/30/2012,1853598981,2012-09-12,10/12/2012,61.86,1,10/31/2012,0,49,19,1,3,23.0,3,1,18.999798980020415
391,46,11/11/2012,1853646712,2013-11-08,12/8/2013,81.47,0,11/20/2013,0,12,0,0,1,2.0,4,1,0.00013259661066157934
770,31,12/31/2012,1854369389,2012-07-17,8/16/2012,56.21,0,8/9/2012,1,23,0,0,0,0.0,3,0,0.00013259661066157934
391,87,11/27/2012,1854927312,2013-11-16,12/16/2013,57.12,0,12/9/2013,0,23,0,0,3,8.0,4,0,0.00013259661066157934
391,39,6/20/2012,1857536288,2012-06-09,7/9/2012,64.99,0,7/1/2012,1,22,0,0,2,5.0,2,1,0.00013259661066157934
897,5,6/24/2012,1858692476,2013-06-05,7/5/2013,43.07,1,8/3/2013,0,59,29,1,7,32.0,2,0,28.999041868167424
391,84,8/3/2013,1863257564,2012-07-01,7/31/2012,72.69,0,7/29/2012,1,28,0,0,2,7.0,3,1,0.00013259661066157934
770,86,4/30/2013,1867249429,2013-11-15,12/15/2013,46.06,0,12/8/2013,0,23,0,0,2,5.0,4,0,0.00013259661066157934
406,73,12/15/2012,1879423925,2012-04-29,5/29/2012,65.45,0,6/1/2012,1,33,3,1,2,17.0,2,1,2.9998896761404583
391,76,3/3/2012,1887027624,2012-08-20,9/19/2012,61.58,0,9/5/2012,0,16,0,0,2,11.0,3,1,0.00013259661066157934
897,82,1/11/2013,1889308921,2012-12-02,1/1/2013,23.5,0,12/14/2012,1,12,0,0,0,1.0,4,0,0.00013259661066157934
391,65,11/20/2013,1890815777,2013-08-18,9/17/2013,61.71,0,9/19/2013,1,32,2,1,0,2.0,3,1,1.9999121309239414
391,84,8/3/2013,1893700854,2013-06-22,7/22/2013,61.2,0,7/22/2013,1,30,0,0,2,7.0,2,1,0.00013259661066157934
406,8,11/27/2013,1898422054,2013-05-07,6/6/2013,61.13,0,6/23/2013,1,47,17,1,2,20.0,2,1,16.999522940568923
770,62,4/30/2012,1899442732,2012-02-11,3/12/2012,45.0,0,3/21/2012,1,39,9,1,4,23.0,1,0,8.999823963276807
770,62,4/30/2012,1900323621,2013-04-11,5/11/2013,43.06,0,5/13/2013,0,32,2,1,5,23.0,2,0,1.9999121309239414
897,82,1/11/2013,1901766579,2012-01-25,2/24/2012,7.55,1,2/20/2012,1,26,0,0,0,1.0,1,0,0.00013259661066157934
897,79,12/5/2012,1903828465,2013-05-31,6/30/2013,62.35,0,7/8/2013,0,38,8,1,5,26.0,2,1,7.999850134096203
406,38,11/27/2013,1905229160,2012-07-26,8/25/2012,78.22,1,9/2/2012,1,38,8,1,1,9.0,3,1,7.999850134096203
406,78,8/24/2012,1907393570,2013-09-22,10/22/2013,67.76,1,10/22/2013,0,30,0,0,1,11.0,3,1,0.00013259661066157934
818,13,3/16/2013,1913883700,2013-06-12,7/12/2013,44.91,0,7/26/2013,0,44,14,1,1,20.0,2,0,13.999712607634727
406,97,12/10/2012,1920990033,2012-01-20,2/19/2012,56.51,1,2/15/2012,1,26,0,0,0,0.0,1,0,0.00013259661066157934
406,59,4/30/2012,1927022550,2012-10-14,11/13/2012,68.17,0,10/29/2012,0,15,0,0,0,2.0,4,1,0.00013259661066157934
818,45,7/15/2013,1929017575,2012-01-13,2/12/2012,87.89,0,2/4/2012,1,22,0,0,1,8.0,1,1,0.00013259661066157934
406,67,7/19/2013,1933976534,2013-05-19,6/18/2013,59.99,1,6/17/2013,1,29,0,0,2,9.0,2,0,0.00013259661066157934
406,49,7/13/2012,1950762665,2012-07-28,8/27/2012,75.54,0,8/1/2012,0,4,0,0,1,2.0,3,1,0.00013259661066157934
897,94,8/10/2013,1951887650,2013-09-21,10/21/2013,8.63,0,10/10/2013,0,19,0,0,0,0.0,3,0,0.00013259661066157934
770,70,2/6/2012,1953579202,2012-08-21,9/20/2012,60.87,0,9/21/2012,0,31,1,1,4,20.0,3,1,0.9999137284800171
897,90,6/3/2013,1953588118,2012-12-03,1/2/2013,51.05,0,1/1/2013,1,29,0,0,0,3.0,4,0,0.00013259661066157934
406,42,9/30/2013,1965699392,2013-04-29,5/29/2013,89.46,0,6/3/2013,1,35,5,1,5,20.0,2,1,4.9998847659514
770,33,6/27/2013,1976510492,2012-05-08,6/7/2012,61.86,1,6/27/2012,1,50,20,1,5,25.0,2,1,19.999545281614072
391,89,4/22/2012,1976759712,2012-07-26,8/25/2012,51.56,0,8/13/2012,0,18,0,0,0,1.0,3,0,0.00013259661066157934
897,99,7/8/2013,1985925745,2012-09-12,10/12/2012,29.51,0,10/19/2012,1,37,7,1,7,23.0,3,0,6.9998328850020775
406,59,4/30/2012,1992091788,2013-01-26,2/25/2013,63.82,0,2/15/2013,0,20,0,0,0,2.0,1,1,0.00013259661066157934
818,74,2/21/2012,1995851356,2012-04-13,5/13/2012,45.35,0,5/6/2012,0,23,0,0,1,6.0,2,0,0.00013259661066157934
770,86,4/30/2013,2008743660,2012-12-13,1/12/2013,67.27,0,12/27/2012,1,14,0,0,2,5.0,4,1,0.00013259661066157934
406,49,7/13/2012,2014191611,2013-05-17,6/16/2013,76.72,1,6/6/2013,0,20,0,0,1,2.0,2,1,0.00013259661066157934
406,67,7/19/2013,2015068982,2012-08-30,9/29/2012,74.43,1,10/6/2012,1,37,7,1,2,9.0,3,1,6.9998328850020775
818,26,1/9/2012,2017481337,2013-09-05,10/5/2013,67.5,1,9/26/2013,0,21,0,0,0,2.0,3,1,0.00013259661066157934
818,81,1/22/2013,2017486994,2012-07-17,8/16/2012,57.63,1,9/7/2012,1,52,22,1,5,22.0,3,0,21.996553242158072
391,27,4/9/2013,2024965903,2013-10-04,11/3/2013,80.32,1,11/9/2013,0,36,6,1,3,6.0,4,1,5.999884126939366
770,43,12/31/2012,2025587663,2013-10-17,11/16/2013,22.06,1,11/23/2013,0,37,7,1,2,13.0,4,0,6.9998328850020775
818,81,1/22/2013,2035503608,2012-08-29,9/28/2012,38.37,0,9/30/2012,1,32,2,1,6,22.0,3,0,1.9999121309239414
406,36,7/4/2012,2050809961,2013-10-25,11/24/2013,78.74,0,11/23/2013,0,29,0,0,0,3.0,4,1,0.00013259661066157934
897,90,6/3/2013,2054631411,2012-06-12,7/12/2012,31.96,0,7/13/2012,1,31,1,1,0,3.0,2,0,0.9999137284800171
391,80,3/19/2013,2073423085,2012-04-02,5/2/2012,69.97,0,4/12/2012,1,10,0,0,0,0.0,2,1,0.00013259661066157934
406,95,3/17/2012,2073573910,2012-07-30,8/29/2012,74.95,1,9/2/2012,0,34,4,1,2,13.0,3,1,3.9999164690535545
391,76,3/3/2012,2079450535,2013-01-17,2/16/2013,62.12,0,2/22/2013,0,36,6,1,2,11.0,1,1,5.999884126939366
391,46,11/11/2012,2079957616,2012-12-23,1/22/2013,62.58,0,1/13/2013,0,21,0,0,1,2.0,4,1,0.00013259661066157934
897,90,6/3/2013,2086131876,2013-03-15,4/14/2013,47.82,0,4/5/2013,1,21,0,0,1,3.0,1,0,0.00013259661066157934
897,90,6/3/2013,2088115416,2012-05-29,6/28/2012,57.07,0,6/20/2012,1,22,0,0,1,3.0,2,0,0.00013259661066157934
818,48,9/1/2013,2091543308,2013-04-18,5/18/2013,56.17,0,5/2/2013,1,14,0,0,0,0.0,2,0,0.00013259661066157934
818,77,11/10/2012,2094625650,2013-03-21,4/20/2013,83.02,0,4/13/2013,0,23,0,0,3,7.0,1,1,0.00013259661066157934
818,13,3/16/2013,2099442850,2012-11-25,12/25/2012,73.1,0,1/13/2013,1,49,19,1,2,20.0,4,1,18.999463975670416
406,32,5/19/2012,2102092958,2012-08-06,9/5/2012,92.36,0,8/10/2012,0,4,0,0,0,0.0,3,1,0.00013259661066157934
406,85,7/5/2013,2110258079,2012-01-25,2/24/2012,22.09,0,3/6/2012,1,41,11,1,3,19.0,1,0,10.999747079705323
406,92,4/6/2012,2118879684,2013-09-06,10/6/2013,114.54,0,10/11/2013,0,35,5,1,3,17.0,3,1,4.9998847659514
391,9,9/28/2012,2121660618,2013-01-25,2/24/2013,79.79,1,3/2/2013,0,36,6,1,5,18.0,1,1,5.999884126939366
818,45,7/15/2013,2123675598,2013-04-23,5/23/2013,73.71,0,5/16/2013,1,23,0,0,1,8.0,2,1,0.00013259661066157934
406,85,7/5/2013,2123935700,2012-05-29,6/28/2012,55.55,0,7/4/2012,1,36,6,1,4,19.0,2,0,5.999884126939366
818,74,2/21/2012,2125307184,2013-08-11,9/10/2013,67.34,0,9/14/2013,0,34,4,1,1,6.0,3,1,3.9999164690535545
406,97,12/10/2012,2127219922,2012-05-19,6/18/2012,68.89,1,6/16/2012,1,28,0,0,0,0.0,2,1,0.00013259661066157934
391,71,9/15/2013,2129779702,2013-11-18,12/18/2013,60.46,0,12/6/2013,0,18,0,0,2,7.0,4,1,0.00013259661066157934
770,93,7/9/2012,2131645470,2013-08-09,9/8/2013,61.06,0,9/5/2013,0,27,0,0,3,12.0,3,1,0.00013259661066157934
818,13,3/16/2013,2135320728,2013-09-25,10/25/2013,66.32,0,11/5/2013,0,41,11,1,3,20.0,3,1,10.999747079705323
391,28,8/29/2012,2135406196,2013-01-03,2/2/2013,49.51,0,1/15/2013,0,12,0,0,0,0.0,1,0,0.00013259661066157934
897,29,7/29/2013,2137157897,2013-07-21,8/20/2013,20.55,0,8/6/2013,1,16,0,0,3,15.0,3,0,0.00013259661066157934
770,86,4/30/2013,2146884004,2013-11-05,12/5/2013,43.26,0,11/19/2013,0,14,0,0,2,5.0,4,0,0.00013259661066157934
897,24,4/2/2013,2148266465,2013-05-07,6/6/2013,24.39,1,6/13/2013,0,37,7,1,1,5.0,2,0,6.9998328850020775
391,89,4/22/2012,2158841878,2013-08-10,9/9/2013,64.35,0,8/20/2013,0,10,0,0,0,1.0,3,1,0.00013259661066157934
406,40,9/11/2012,2161519126,2013-08-21,9/20/2013,98.88,0,8/24/2013,0,3,0,0,2,2.0,3,1,0.00013259661066157934
818,81,1/22/2013,2161660036,2012-06-17,7/17/2012,40.38,0,7/19/2012,1,32,2,1,7,22.0,2,0,1.9999121309239414
406,97,12/10/2012,2163218884,2013-09-23,10/23/2013,56.54,1,10/11/2013,0,18,0,0,0,0.0,3,0,0.00013259661066157934
770,3,3/4/2013,2168210949,2012-09-03,10/3/2012,43.41,1,10/23/2012,1,50,20,1,2,14.0,3,0,19.999545281614072
391,57,8/2/2012,2186599382,2012-03-24,4/23/2012,92.76,0,5/5/2012,1,42,12,1,6,25.0,1,1,11.99974557022743
391,61,10/9/2013,2189582262,2013-12-02,1/1/2014,67.69,0,12/28/2013,0,26,0,0,1,14.0,4,1,0.00013259661066157934
818,55,11/26/2012,2195380883,2012-01-06,2/5/2012,47.07,1,2/3/2012,1,28,0,0,3,9.0,1,0,0.00013259661066157934
897,91,2/13/2013,2197465105,2013-10-29,11/28/2013,76.74,1,11/13/2013,0,15,0,0,0,0.0,4,1,0.00013259661066157934
770,86,4/30/2013,2197485330,2012-10-19,11/18/2012,45.61,0,11/10/2012,1,22,0,0,2,5.0,4,0,0.00013259661066157934
391,80,3/19/2013,2205310400,2012-02-06,3/7/2012,71.46,0,2/19/2012,1,13,0,0,0,0.0,1,1,0.00013259661066157934
406,34,3/19/2013,2207769609,2013-05-07,6/6/2013,50.22,1,6/6/2013,0,30,0,0,2,15.0,2,0,0.00013259661066157934
770,33,6/27/2013,2212611817,2013-03-09,4/8/2013,32.97,0,4/16/2013,1,38,8,1,6,25.0,1,0,7.999850134096203
770,62,4/30/2012,2219394095,2012-07-10,8/9/2012,51.32,0,8/27/2012,0,48,18,1,6,23.0,3,0,17.99978079034939
897,79,12/5/2012,2222502782,2013-04-18,5/18/2013,74.89,0,5/18/2013,0,30,0,0,6,26.0,2,1,0.00013259661066157934
391,39,6/20/2012,2225581009,2013-01-02,2/1/2013,45.71,0,1/25/2013,0,23,0,0,2,5.0,1,0,0.00013259661066157934
897,79,12/5/2012,2238411112,2013-11-30,12/30/2013,56.21,0,1/2/2014,0,33,3,1,6,26.0,4,0,2.9998896761404583
770,6,4/9/2013,2238525299,2013-10-05,11/4/2013,35.7,0,10/26/2013,0,21,0,0,2,10.0,4,0,0.00013259661066157934
770,100,3/18/2012,2245157627,2013-01-12,2/11/2013,52.07,0,2/12/2013,0,31,1,1,2,17.0,1,0,0.9999137284800171
770,50,9/11/2012,2246279597,2013-03-30,4/29/2013,21.4,0,4/8/2013,0,9,0,0,0,1.0,1,0,0.00013259661066157934
406,78,8/24/2012,2250514490,2013-01-31,3/2/2013,62.78,1,3/12/2013,0,40,10,1,1,11.0,1,1,9.999821092604682
391,89,4/22/2012,2253964269,2013-10-09,11/8/2013,47.21,1,11/11/2013,0,33,3,1,0,1.0,4,0,2.9998896761404583
770,64,6/17/2012,2254159769,2012-03-07,4/6/2012,72.83,0,4/3/2012,1,27,0,0,1,2.0,1,1,0.00013259661066157934
406,95,3/17/2012,2254968962,2012-11-10,12/10/2012,87.43,1,12/23/2012,0,43,13,1,3,13.0,4,1,12.999722277465146
770,62,4/30/2012,2257886659,2013-05-06,6/5/2013,40.9,0,6/13/2013,0,38,8,1,7,23.0,2,0,7.999850134096203
818,75,8/29/2013,2262995436,2013-04-17,5/17/2013,70.59,1,6/2/2013,1,46,16,1,5,26.0,2,1,15.999654691376882
406,67,7/19/2013,2265242643,2012-10-31,11/30/2012,70.07,1,12/7/2012,1,37,7,1,3,9.0,4,1,6.9998328850020775
897,66,1/11/2013,2267584907,2013-12-01,12/31/2013,52.76,0,12/15/2013,0,14,0,0,0,1.0,4,0,0.00013259661066157934
897,53,11/26/2012,2267825101,2013-04-12,5/12/2013,27.29,0,4/14/2013,0,2,0,0,0,0.0,2,0,0.00013259661066157934
406,25,9/15/2012,2268924543,2012-05-02,6/1/2012,66.12,1,6/13/2012,1,42,12,1,6,23.0,2,1,11.99974557022743
818,22,9/4/2013,2279639083,2013-01-08,2/7/2013,51.65,0,1/23/2013,1,15,0,0,0,2.0,1,0,0.00013259661066157934
818,74,2/21/2012,2281124725,2012-09-18,10/18/2012,27.37,0,10/13/2012,0,25,0,0,2,6.0,3,0,0.00013259661066157934
897,11,9/14/2012,2290457712,2013-01-02,2/1/2013,51.91,1,2/9/2013,0,38,8,1,6,16.0,1,0,7.999850134096203
770,43,12/31/2012,2290647128,2013-05-01,5/31/2013,49.24,1,6/4/2013,0,34,4,1,3,13.0,2,0,3.9999164690535545
818,26,1/9/2012,2293228619,2012-05-08,6/7/2012,48.47,1,6/11/2012,0,34,4,1,0,2.0,2,0,3.9999164690535545
406,96,4/23/2012,2294449843,2012-10-28,11/27/2012,67.96,0,11/8/2012,0,11,0,0,1,4.0,4,1,0.00013259661066157934
818,47,6/6/2013,2322349886,2012-09-01,10/1/2012,59.86,0,9/25/2012,1,24,0,0,3,6.0,3,0,0.00013259661066157934
406,67,7/19/2013,2328511433,2013-10-20,11/19/2013,77.43,1,11/12/2013,0,23,0,0,4,9.0,4,1,0.00013259661066157934
391,9,9/28/2012,2329204580,2013-03-02,4/1/2013,54.56,0,3/21/2013,0,19,0,0,6,18.0,1,0,0.00013259661066157934
818,88,10/16/2013,2335256143,2012-04-16,5/16/2012,61.2,0,5/16/2012,1,30,0,0,4,19.0,2,1,0.00013259661066157934
406,40,9/11/2012,2338417971,2013-08-21,9/20/2013,65.57,0,8/26/2013,0,5,0,0,2,2.0,3,1,0.00013259661066157934
770,58,5/8/2013,2346925494,2013-05-11,6/10/2013,35.87,0,6/11/2013,0,31,1,1,4,14.0,2,0,0.9999137284800171
897,5,6/24/2012,2349505867,2012-07-16,8/15/2012,9.19,0,9/11/2012,0,57,27,1,8,32.0,3,0,26.9986675239173
391,16,5/11/2013,2355391609,2013-06-08,7/8/2013,60.62,0,6/25/2013,0,17,0,0,1,5.0,2,1,0.00013259661066157934
818,47,6/6/2013,2361287480,2013-01-06,2/5/2013,69.22,0,1/20/2013,1,14,0,0,3,6.0,1,1,0.00013259661066157934
897,52,10/26/2012,2364345783,2012-07-03,8/2/2012,48.18,0,7/18/2012,1,15,0,0,0,0.0,3,0,0.00013259661066157934
770,86,4/30/2013,2367277437,2012-08-13,9/12/2012,52.46,0,9/13/2012,1,31,1,1,2,5.0,3,0,0.9999137284800171
406,95,3/17/2012,2368072192,2012-03-29,4/28/2012,92.71,1,4/22/2012,0,24,0,0,4,13.0,1,1,0.00013259661066157934
406,25,9/15/2012,2369731348,2013-02-26,3/28/2013,80.3,1,4/8/2013,0,41,11,1,7,23.0,1,1,10.999747079705323
818,81,1/22/2013,2384851679,2012-10-01,10/31/2012,42.0,0,10/24/2012,1,23,0,0,8,22.0,4,0,0.00013259661066157934
770,58,5/8/2013,2399454051,2012-12-18,1/17/2013,41.56,0,1/25/2013,1,38,8,1,5,14.0,4,0,7.999850134096203
406,97,12/10/2012,2404027687,2012-07-19,8/18/2012,67.4,1,8/1/2012,1,13,0,0,0,0.0,3,1,0.00013259661066157934
406,42,9/30/2013,2419712397,2013-02-11,3/13/2013,86.72,0,3/29/2013,1,46,16,1,6,20.0,1,1,15.999585705193477
897,10,11/6/2013,2427601971,2013-01-13,2/12/2013,39.18,0,2/1/2013,1,19,0,0,1,2.0,1,0,0.00013259661066157934
818,22,9/4/2013,2428102854,2012-04-02,5/2/2012,83.74,1,5/2/2012,1,30,0,0,0,2.0,2,1,0.00013259661066157934
818,13,3/16/2013,2430916585,2013-03-07,4/6/2013,63.45,0,4/22/2013,1,46,16,1,4,20.0,1,1,15.999585705193477
406,67,7/19/2013,2436471559,2013-11-15,12/15/2013,52.7,1,12/15/2013,0,30,0,0,4,9.0,4,0,0.00013259661066157934
770,72,8/5/2012,2440506703,2013-08-24,9/23/2013,82.42,1,9/29/2013,0,36,6,1,1,7.0,3,1,5.999884126939366
897,66,1/11/2013,2441403899,2013-02-27,3/29/2013,59.17,0,3/22/2013,0,23,0,0,0,1.0,1,0,0.00013259661066157934
897,68,4/4/2012,2442634583,2012-12-28,1/27/2013,45.11,0,1/14/2013,0,17,0,0,0,5.0,4,0,0.00013259661066157934
818,81,1/22/2013,2442844131,2013-04-15,5/15/2013,64.19,0,5/7/2013,0,22,0,0,8,22.0,2,1,0.00013259661066157934
406,49,7/13/2012,2448402169,2013-09-24,10/24/2013,76.33,0,9/29/2013,0,5,0,0,1,2.0,3,1,0.00013259661066157934
818,81,1/22/2013,2455126326,2013-12-02,1/1/2014,49.51,0,1/7/2014,0,36,6,1,8,22.0,4,0,5.999884126939366
391,84,8/3/2013,2458578956,2013-03-30,4/29/2013,64.66,0,4/28/2013,1,29,0,0,2,7.0,1,1,0.00013259661066157934
897,54,11/25/2013,2464264785,2013-11-21,12/21/2013,34.22,1,1/1/2014,1,41,11,1,0,2.0,4,0,10.999747079705323
406,78,8/24/2012,2467417643,2013-05-03,6/2/2013,73.57,0,5/17/2013,0,14,0,0,2,11.0,2,1,0.00013259661066157934
897,91,2/13/2013,2468958629,2012-11-04,12/4/2012,25.05,0,11/15/2012,1,11,0,0,0,0.0,4,0,0.00013259661066157934
897,52,10/26/2012,2474022495,2013-03-30,4/29/2013,25.7,0,4/8/2013,0,9,0,0,0,0.0,1,0,0.00013259661066157934
406,38,11/27/2013,2486669145,2013-11-10,12/10/2013,74.62,0,12/3/2013,1,23,0,0,2,9.0,4,1,0.00013259661066157934
770,30,3/8/2013,2487012635,2013-02-26,3/28/2013,74.09,0,4/3/2013,1,36,6,1,4,19.0,1,1,5.999884126939366
770,58,5/8/2013,2487299552,2013-06-20,7/20/2013,48.7,1,7/30/2013,0,40,10,1,6,14.0,2,0,9.999821092604682
770,33,6/27/2013,2487366623,2013-05-14,6/13/2013,80.76,1,6/22/2013,1,39,9,1,7,25.0,2,1,8.999823963276807
770,50,9/11/2012,2498731372,2013-05-04,6/3/2013,42.59,0,5/24/2013,0,20,0,0,0,1.0,2,0,0.00013259661066157934
818,77,11/10/2012,2506087360,2012-02-04,3/5/2012,69.78,0,3/1/2012,1,26,0,0,3,7.0,1,1,0.00013259661066157934
770,60,9/29/2012,2511656905,2013-11-19,12/19/2013,64.12,0,12/3/2013,0,14,0,0,3,5.0,4,1,0.00013259661066157934
406,83,3/3/2012,2514985347,2012-09-26,10/26/2012,53.18,0,10/16/2012,0,20,0,0,1,5.0,3,0,0.00013259661066157934
818,74,2/21/2012,2515817366,2013-08-14,9/13/2013,59.53,0,9/5/2013,0,22,0,0,2,6.0,3,0,0.00013259661066157934
770,33,6/27/2013,2527171256,2013-04-22,5/22/2013,75.16,1,6/25/2013,1,64,34,1,8,25.0,2,1,33.99830960287277
897,53,11/26/2012,2528333146,2012-08-03,9/2/2012,45.31,1,8/19/2012,1,16,0,0,0,0.0,3,0,0.00013259661066157934
770,3,3/4/2013,2528705556,2013-04-02,5/2/2013,63.0,0,4/28/2013,0,26,0,0,3,14.0,2,1,0.00013259661066157934
391,56,1/8/2013,2529299296,2013-10-31,11/30/2013,94.71,0,11/14/2013,0,14,0,0,0,0.0,4,1,0.00013259661066157934
406,32,5/19/2012,2529818478,2013-04-08,5/8/2013,77.41,0,4/14/2013,0,6,0,0,0,0.0,2,1,0.00013259661066157934
406,49,7/13/2012,2536946008,2013-04-08,5/8/2013,82.56,0,4/12/2013,0,4,0,0,1,2.0,2,1,0.00013259661066157934
818,47,6/6/2013,2538593943,2013-01-19,2/18/2013,72.36,1,3/6/2013,1,46,16,1,3,6.0,1,1,15.999585705193477
406,63,6/4/2012,2548747107,2012-11-07,12/7/2012,73.82,0,11/20/2012,0,13,0,0,0,0.0,4,1,0.00013259661066157934
897,94,8/10/2013,2549781436,2013-07-24,8/23/2013,79.06,0,8/13/2013,1,20,0,0,0,0.0,3,1,0.00013259661066157934
897,24,4/2/2013,2556169247,2013-02-26,3/28/2013,39.88,0,3/26/2013,1,28,0,0,2,5.0,1,0,0.00013259661066157934
391,46,11/11/2012,2561298121,2013-01-01,1/31/2013,36.1,0,1/13/2013,0,12,0,0,1,2.0,1,0,0.00013259661066157934
818,47,6/6/2013,2567314578,2013-04-14,5/14/2013,81.26,0,5/7/2013,1,23,0,0,4,6.0,2,1,0.00013259661066157934
770,43,12/31/2012,2570203308,2012-05-28,6/27/2012,44.33,0,6/29/2012,1,32,2,1,4,13.0,2,0,1.9999121309239414
406,18,9/24/2012,2571390571,2013-06-24,7/24/2013,90.62,0,7/29/2013,0,35,5,1,2,14.0,2,1,4.9998847659514
897,66,1/11/2013,2585470999,2012-03-17,4/16/2012,34.57,0,4/9/2012,1,23,0,0,0,1.0,1,0,0.00013259661066157934
391,9,9/28/2012,2592238538,2012-05-27,6/26/2012,92.25,1,6/29/2012,1,33,3,1,6,18.0,2,1,2.9998896761404583
391,76,3/3/2012,2597867711,2013-01-19,2/18/2013,55.82,0,2/12/2013,0,24,0,0,3,11.0,1,0,0.00013259661066157934
818,44,5/31/2012,2601239901,2012-08-29,9/28/2012,55.54,1,10/13/2012,0,45,15,1,5,20.0,3,0,14.99965563892782
391,51,1/10/2013,2603539730,2012-02-25,3/26/2012,83.21,0,3/19/2012,1,23,0,0,0,1.0,1,1,0.00013259661066157934
770,72,8/5/2012,2606687623,2012-07-27,8/26/2012,63.17,0,8/22/2012,1,26,0,0,2,7.0,3,1,0.00013259661066157934
406,73,12/15/2012,2613739780,2013-03-17,4/16/2013,78.05,1,5/4/2013,0,48,18,1,3,17.0,1,1,17.99978079034939
391,41,8/9/2013,2620239474,2012-11-12,12/12/2012,76.12,1,12/23/2012,1,41,11,1,5,15.0,4,1,10.999747079705323
391,98,1/3/2013,2624507671,2013-09-19,10/19/2013,68.58,0,10/9/2013,0,20,0,0,0,2.0,3,1,0.00013259661066157934
770,31,12/31/2012,2631512798,2013-04-16,5/16/2013,77.61,0,4/27/2013,0,11,0,0,0,0.0,2,1,0.00013259661066157934
897,79,12/5/2012,2634865247,2013-11-11,12/11/2013,54.43,0,12/18/2013,0,37,7,1,7,26.0,4,0,6.9998328850020775
391,28,8/29/2012,2637006256,2012-10-24,11/23/2012,46.32,0,11/7/2012,0,14,0,0,0,0.0,4,0,0.00013259661066157934
818,81,1/22/2013,2640415165,2013-01-12,2/11/2013,36.96,0,2/9/2013,1,28,0,0,9,22.0,1,0,0.00013259661066157934
406,96,4/23/2012,2649653276,2012-05-14,6/13/2012,52.88,0,6/2/2012,0,19,0,0,1,4.0,2,0,0.00013259661066157934
770,100,3/18/2012,2652788570,2012-11-02,12/2/2012,56.53,0,12/9/2012,0,37,7,1,3,17.0,4,0,6.9998328850020775
818,75,8/29/2013,2659238903,2013-03-09,4/8/2013,46.86,0,4/12/2013,1,34,4,1,6,26.0,1,0,3.9999164690535545
818,88,10/16/2013,2666514859,2013-08-27,9/26/2013,99.82,1,10/6/2013,1,40,10,1,4,19.0,3,1,9.999821092604682
770,43,12/31/2012,2669865910,2013-09-07,10/7/2013,14.53,0,10/3/2013,0,26,0,0,5,13.0,3,0,0.00013259661066157934
